userName,score,at,content,content_tokens,content_tokens_fdist,content_tokens_WSW,content_normalized,content_tokens_stemmed,polarity_score,polarity
EL 1001,2,2022-07-29 7:54:42,saya kesulitan daftar akun brimo melalui aplikasi brimo setelah oengisian data dan memasukkan no rekening selalu saja transaksi gagal mohon bantuannya,"['saya', 'kesulitan', 'daftar', 'akun', 'brimo', 'melalui', 'aplikasi', 'brimo', 'setelah', 'oengisian', 'data', 'dan', 'memasukkan', 'no', 'rekening', 'selalu', 'saja', 'transaksi', 'gagal', 'mohon', 'bantuannya']",<FreqDist with 20 samples and 21 outcomes>,"['kesulitan', 'daftar', 'akun', 'brimo', 'aplikasi', 'brimo', 'oengisian', 'data', 'memasukkan', 'rekening', 'transaksi', 'gagal', 'bantuannya']","['kesulitan', 'daftar', 'akun', 'brimo', 'aplikasi', 'brimo', 'oengisian', 'data', 'memasukkan', 'rekening', 'transaksi', 'gagal', 'bantuannya']","['sulit', 'daftar', 'akun', 'brimo', 'aplikasi', 'brimo', 'oengisian', 'data', 'masuk', 'rekening', 'transaksi', 'gagal', 'bantu']",-10,negative
Zul Padli,5,2022-07-29 6:43:09,sampai saat ini tidak ada kendala tapi saran saya sebaiknya saldo setiap kali mutasi rekening ditampilkan sebelum maupun sesudah mutasi seperti tampilan pada buku tabungan yang menampilkan debit dan kredit saldo,"['sampai', 'saat', 'ini', 'tidak', 'ada', 'kendala', 'tapi', 'saran', 'saya', 'sebaiknya', 'saldo', 'setiap', 'kali', 'mutasi', 'rekening', 'ditampilkan', 'sebelum', 'maupun', 'sesudah', 'mutasi', 'seperti', 'tampilan', 'pada', 'buku', 'tabungan', 'yang', 'menampilkan', 'debit', 'dan', 'kredit', 'saldo']",<FreqDist with 29 samples and 31 outcomes>,"['kendala', 'saran', 'saldo', 'mutasi', 'rekening', 'ditampilkan', 'mutasi', 'tampilan', 'buku', 'tabungan', 'menampilkan', 'debit', 'kredit', 'saldo']","['kendala', 'saran', 'saldo', 'mutasi', 'rekening', 'ditampilkan', 'mutasi', 'tampilan', 'buku', 'tabungan', 'menampilkan', 'debit', 'kredit', 'saldo']","['kendala', 'saran', 'saldo', 'mutasi', 'rekening', 'tampil', 'mutasi', 'tampil', 'buku', 'tabung', 'tampil', 'debit', 'kredit', 'saldo']",0,negative
Ahmad Djaelani,1,2022-07-29 6:21:10,brimo memiliki fitur yang lengkap mudah digunakan ui bagus dan praktis digunakan seharihari,"['brimo', 'memiliki', 'fitur', 'yang', 'lengkap', 'mudah', 'digunakan', 'ui', 'bagus', 'dan', 'praktis', 'digunakan', 'seharihari']",<FreqDist with 12 samples and 13 outcomes>,"['brimo', 'memiliki', 'fitur', 'lengkap', 'mudah', 'ui', 'bagus', 'praktis', 'seharihari']","['brimo', 'memiliki', 'fitur', 'lengkap', 'mudah', 'universitasindonesia', 'bagus', 'praktis', 'seharihari']","['brimo', 'milik', 'fitur', 'lengkap', 'mudah', 'universitasindonesia', 'bagus', 'praktis', 'seharihari']",5,positive
Aditya Pramana,1,2022-07-29 5:49:25,ini kenapa dah login jga belum malah ada notice aktifitas terakhir belum logout secara sempura maksud nya apa coba ini aplikasi bukan mempermudah malah bikin puyeng,"['ini', 'kenapa', 'dah', 'login', 'jga', 'belum', 'malah', 'ada', 'notice', 'aktifitas', 'terakhir', 'belum', 'logout', 'secara', 'sempura', 'maksud', 'nya', 'apa', 'coba', 'ini', 'aplikasi', 'bukan', 'mempermudah', 'malah', 'bikin', 'puyeng']",<FreqDist with 23 samples and 26 outcomes>,"['login', 'jga', 'notice', 'aktifitas', 'logout', 'sempura', 'coba', 'aplikasi', 'mempermudah', 'puyeng']","['login', 'juga', 'notice', 'aktifitas', 'logout', 'sempura', 'coba', 'aplikasi', 'mempermudah', 'pusing']","['login', 'juga', 'notice', 'aktifitas', 'logout', 'sempura', 'coba', 'aplikasi', 'mudah', 'pusing']",-4,negative
Nurul Hidayah,1,2022-07-29 5:47:00,memiliki fitur yang lengkap mudah digunakan ui bagus dan praktis digunakan seharihari,"['memiliki', 'fitur', 'yang', 'lengkap', 'mudah', 'digunakan', 'ui', 'bagus', 'dan', 'praktis', 'digunakan', 'seharihari']",<FreqDist with 11 samples and 12 outcomes>,"['memiliki', 'fitur', 'lengkap', 'mudah', 'ui', 'bagus', 'praktis', 'seharihari']","['memiliki', 'fitur', 'lengkap', 'mudah', 'universitasindonesia', 'bagus', 'praktis', 'seharihari']","['milik', 'fitur', 'lengkap', 'mudah', 'universitasindonesia', 'bagus', 'praktis', 'seharihari']",5,positive
Dian Agus,1,2022-07-29 5:09:06,sangat membantu mudah dan simpel penggunaan makasih brimo,"['sangat', 'membantu', 'mudah', 'dan', 'simpel', 'penggunaan', 'makasih', 'brimo']",<FreqDist with 8 samples and 8 outcomes>,"['membantu', 'mudah', 'simpel', 'penggunaan', 'makasih', 'brimo']","['membantu', 'mudah', 'simpel', 'penggunaan', 'terimakasih', 'brimo']","['bantu', 'mudah', 'simpel', 'guna', 'terimakasih', 'brimo']",11,positive
Alif_ Elsyihabuddin,5,2022-07-29 4:41:13,sudah hampir bulan saya menggunakan aplikasi brimo ini dan belum pernah terjadi error system penggunaan penyimpanan jg sedikit jd ringan utk di download di gadget sy yg penyimpanannya terbatas terimakasih bri telah memudahkan transaksi online sy dgn aman,"['sudah', 'hampir', 'bulan', 'saya', 'menggunakan', 'aplikasi', 'brimo', 'ini', 'dan', 'belum', 'pernah', 'terjadi', 'error', 'system', 'penggunaan', 'penyimpanan', 'jg', 'sedikit', 'jd', 'ringan', 'utk', 'di', 'download', 'di', 'gadget', 'sy', 'yg', 'penyimpanannya', 'terbatas', 'terimakasih', 'bri', 'telah', 'memudahkan', 'transaksi', 'online', 'sy', 'dgn', 'aman']",<FreqDist with 36 samples and 38 outcomes>,"['aplikasi', 'brimo', 'error', 'system', 'penggunaan', 'penyimpanan', 'ringan', 'download', 'gadget', 'penyimpanannya', 'terbatas', 'terimakasih', 'bri', 'memudahkan', 'transaksi', 'online', 'aman']","['aplikasi', 'brimo', 'error', 'system', 'penggunaan', 'penyimpanan', 'ringan', 'download', 'gadget', 'penyimpanannya', 'terbatas', 'terimakasih', 'bri', 'memudahkan', 'transaksi', 'online', 'aman']","['aplikasi', 'brimo', 'error', 'system', 'guna', 'simpan', 'ringan', 'download', 'gadget', 'simpan', 'batas', 'terimakasih', 'bri', 'mudah', 'transaksi', 'online', 'aman']",-4,negative
Ichsan Pradana,1,2022-07-29 4:10:51,aplikasi sampah mau daftar aja dipersulit selalu gagal di tahap rekam wajah padahal udah dicoba berkalikali nanya ke csnya juga ujungujungnya disaranin buat daftar ke kantor cabang terdekat tapi pas udah di kantor cabang malah disuruh registrasi lewat aplikasi,"['aplikasi', 'sampah', 'mau', 'daftar', 'aja', 'dipersulit', 'selalu', 'gagal', 'di', 'tahap', 'rekam', 'wajah', 'padahal', 'udah', 'dicoba', 'berkalikali', 'nanya', 'ke', 'csnya', 'juga', 'ujungujungnya', 'disaranin', 'buat', 'daftar', 'ke', 'kantor', 'cabang', 'terdekat', 'tapi', 'pas', 'udah', 'di', 'kantor', 'cabang', 'malah', 'disuruh', 'registrasi', 'lewat', 'aplikasi']",<FreqDist with 32 samples and 39 outcomes>,"['aplikasi', 'sampah', 'daftar', 'dipersulit', 'gagal', 'tahap', 'rekam', 'wajah', 'dicoba', 'berkalikali', 'nanya', 'csnya', 'ujungujungnya', 'disaranin', 'daftar', 'kantor', 'cabang', 'terdekat', 'pas', 'kantor', 'cabang', 'disuruh', 'registrasi', 'aplikasi']","['aplikasi', 'sampah', 'daftar', 'dipersulit', 'gagal', 'tahap', 'rekam', 'wajah', 'dicoba', 'berkalikali', 'bertanya', 'csnya', 'ujungujungnya', 'disaranin', 'daftar', 'kantor', 'cabang', 'terdekat', 'pas', 'kantor', 'cabang', 'disuruh', 'registrasi', 'aplikasi']","['aplikasi', 'sampah', 'daftar', 'sulit', 'gagal', 'tahap', 'rekam', 'wajah', 'coba', 'berkalikali', 'tanya', 'csnya', 'ujungujungnya', 'disaranin', 'daftar', 'kantor', 'cabang', 'dekat', 'pas', 'kantor', 'cabang', 'suruh', 'registrasi', 'aplikasi']",-22,negative
Jestio,1,2022-07-29 4:04:42,saya sangat senang dengan aplikasi ini memiliki fitur yang lengkap mudah digunakan ui bagus dan praktis digunakan,"['saya', 'sangat', 'senang', 'dengan', 'aplikasi', 'ini', 'memiliki', 'fitur', 'yang', 'lengkap', 'mudah', 'digunakan', 'ui', 'bagus', 'dan', 'praktis', 'digunakan']",<FreqDist with 16 samples and 17 outcomes>,"['senang', 'aplikasi', 'memiliki', 'fitur', 'lengkap', 'mudah', 'ui', 'bagus', 'praktis']","['senang', 'aplikasi', 'memiliki', 'fitur', 'lengkap', 'mudah', 'universitasindonesia', 'bagus', 'praktis']","['senang', 'aplikasi', 'milik', 'fitur', 'lengkap', 'mudah', 'universitasindonesia', 'bagus', 'praktis']",2,positive
Romauli Sagala,3,2022-07-29 3:53:31,sangat membantu dan simpel penggunaan mudah dan mantap makasih brimo,"['sangat', 'membantu', 'dan', 'simpel', 'penggunaan', 'mudah', 'dan', 'mantap', 'makasih', 'brimo']",<FreqDist with 9 samples and 10 outcomes>,"['membantu', 'simpel', 'penggunaan', 'mudah', 'mantap', 'makasih', 'brimo']","['membantu', 'simpel', 'penggunaan', 'mudah', 'mantap', 'terimakasih', 'brimo']","['bantu', 'simpel', 'guna', 'mudah', 'mantap', 'terimakasih', 'brimo']",16,positive
Aza Thea,1,2022-07-29 3:53:11,mudah digunakan simpel bagus dan lancar aplikasi yang sangat bermanfaat,"['mudah', 'digunakan', 'simpel', 'bagus', 'dan', 'lancar', 'aplikasi', 'yang', 'sangat', 'bermanfaat']",<FreqDist with 10 samples and 10 outcomes>,"['mudah', 'simpel', 'bagus', 'lancar', 'aplikasi', 'bermanfaat']","['mudah', 'simpel', 'bagus', 'lancar', 'aplikasi', 'bermanfaat']","['mudah', 'simpel', 'bagus', 'lancar', 'aplikasi', 'manfaat']",7,positive
fajri akhmad,1,2022-07-29 3:47:56,memiliki fitur yang lengkap mudah digunakan ui bagus dan praktis digunakan seharihari,"['memiliki', 'fitur', 'yang', 'lengkap', 'mudah', 'digunakan', 'ui', 'bagus', 'dan', 'praktis', 'digunakan', 'seharihari']",<FreqDist with 11 samples and 12 outcomes>,"['memiliki', 'fitur', 'lengkap', 'mudah', 'ui', 'bagus', 'praktis', 'seharihari']","['memiliki', 'fitur', 'lengkap', 'mudah', 'universitasindonesia', 'bagus', 'praktis', 'seharihari']","['milik', 'fitur', 'lengkap', 'mudah', 'universitasindonesia', 'bagus', 'praktis', 'seharihari']",5,positive
Muhammad Adi,1,2022-07-29 3:46:11,simpel mudah praktis pokok nya the best deh sukses selalu brimo,"['simpel', 'mudah', 'praktis', 'pokok', 'nya', 'the', 'best', 'deh', 'sukses', 'selalu', 'brimo']",<FreqDist with 11 samples and 11 outcomes>,"['simpel', 'mudah', 'praktis', 'pokok', 'best', 'sukses', 'brimo']","['simpel', 'mudah', 'praktis', 'pokok', 'best', 'sukses', 'brimo']","['simpel', 'mudah', 'praktis', 'pokok', 'best', 'sukses', 'brimo']",13,positive
Bambi Tengfei,5,2022-07-29 3:12:41,halo mau login kok susah bangett udah isi user id sama password benar tapi disistem bilang salah ngawurrmana udah beberapa xx reset passwor baruu yaampunn edit alhamdulillah udah bisa login lagi setelah rubah data dll di web internet banking bri akses sendiri tanpa datang kecabang,"['halo', 'mau', 'login', 'kok', 'susah', 'bangett', 'udah', 'isi', 'user', 'id', 'sama', 'password', 'benar', 'tapi', 'disistem', 'bilang', 'salah', 'ngawurrmana', 'udah', 'beberapa', 'xx', 'reset', 'passwor', 'baruu', 'yaampunn', 'edit', 'alhamdulillah', 'udah', 'bisa', 'login', 'lagi', 'setelah', 'rubah', 'data', 'dll', 'di', 'web', 'internet', 'banking', 'bri', 'akses', 'sendiri', 'tanpa', 'datang', 'kecabang']",<FreqDist with 42 samples and 45 outcomes>,"['login', 'susah', 'bangett', 'isi', 'user', 'id', 'password', 'disistem', 'salah', 'ngawurrmana', 'xx', 'reset', 'passwor', 'baruu', 'yaampunn', 'edit', 'login', 'rubah', 'data', 'web', 'internet', 'banking', 'bri', 'akses', 'kecabang']","['login', 'susah', 'bangett', 'isi', 'user', 'id', 'password', 'disistem', 'salah', 'ngawurrmana', 'xx', 'reset', 'passwor', 'baruu', 'yaampunn', 'edit', 'login', 'rubah', 'data', 'web', 'internet', 'banking', 'bri', 'akses', 'kecabang']","['login', 'susah', 'bangett', 'isi', 'user', 'id', 'password', 'sistem', 'salah', 'ngawurrmana', 'xx', 'reset', 'passwor', 'baruu', 'yaampunn', 'edit', 'login', 'rubah', 'data', 'web', 'internet', 'banking', 'bri', 'akses', 'cabang']",-18,negative
I'm Bouthp,1,2022-07-29 1:36:35,bukannya mempermudah malah tambah bikin susah alasan jaringan ndak stabil lah udah pake jaringan data telkomsel indihome kecepatan mbps masih aja bilang koneksi tidak ada namanya aja yg salah satu bank besar ngurus aplikasi aja gak becu,"['bukannya', 'mempermudah', 'malah', 'tambah', 'bikin', 'susah', 'alasan', 'jaringan', 'ndak', 'stabil', 'lah', 'udah', 'pake', 'jaringan', 'data', 'telkomsel', 'indihome', 'kecepatan', 'mbps', 'masih', 'aja', 'bilang', 'koneksi', 'tidak', 'ada', 'namanya', 'aja', 'yg', 'salah', 'satu', 'bank', 'besar', 'ngurus', 'aplikasi', 'aja', 'gak', 'becus']",<FreqDist with 34 samples and 37 outcomes>,"['mempermudah', 'susah', 'alasan', 'jaringan', 'ndak', 'stabil', 'pake', 'jaringan', 'data', 'telkomsel', 'indihome', 'kecepatan', 'mbps', 'koneksi', 'namanya', 'salah', 'bank', 'ngurus', 'aplikasi', 'becus']","['mempermudah', 'susah', 'alasan', 'jaringan', 'tidak', 'stabil', 'pakai', 'jaringan', 'data', 'telkomsel', 'indihome', 'kecepatan', 'mbps', 'koneksi', 'namanya', 'salah', 'bank', 'mengurus', 'aplikasi', 'becus']","['mudah', 'susah', 'alas', 'jaring', 'tidak', 'stabil', 'pakai', 'jaring', 'data', 'telkomsel', 'indihome', 'cepat', 'mbps', 'koneksi', 'nama', 'salah', 'bank', 'urus', 'aplikasi', 'becus']",-12,negative
Dwininta P,5,2022-07-29 1:35:06,sejauh ini nggak pernah masalah sama aplikasinya tapi ada kendala kalo mau bikin catatan keuangan disini sering terdepak tiba tiba jadi kadang catatan yang udah dibikin malah hilang,"['sejauh', 'ini', 'nggak', 'pernah', 'masalah', 'sama', 'aplikasinya', 'tapi', 'ada', 'kendala', 'kalo', 'mau', 'bikin', 'catatan', 'keuangan', 'disini', 'sering', 'terdepak', 'tiba', 'tiba', 'jadi', 'kadang', 'catatan', 'yang', 'udah', 'dibikin', 'malah', 'hilang']",<FreqDist with 26 samples and 28 outcomes>,"['nggak', 'aplikasinya', 'kendala', 'catatan', 'keuangan', 'terdepak', 'kadang', 'catatan', 'dibikin', 'hilang']","['tidak', 'aplikasinya', 'kendala', 'catatan', 'keuangan', 'terdepak', 'kadang', 'catatan', 'dibikin', 'hilang']","['tidak', 'aplikasi', 'kendala', 'catat', 'uang', 'depak', 'kadang', 'catat', 'bikin', 'hilang']",-10,negative
Hedianto,1,2022-07-29 0:36:31,maaf tidak bisa verifikasi video setelah baca review ternyata banyak yang mengalami hal yang sama mohon segera ditindaklanjuti sudah saya email dan whatsapp tetapi tidak menyelesaikan masalah terimakasih,"['maaf', 'tidak', 'bisa', 'verifikasi', 'video', 'setelah', 'baca', 'review', 'ternyata', 'banyak', 'yang', 'mengalami', 'hal', 'yang', 'sama', 'mohon', 'segera', 'ditindaklanjuti', 'sudah', 'saya', 'email', 'dan', 'whatsapp', 'tetapi', 'tidak', 'menyelesaikan', 'masalah', 'terimakasih']",<FreqDist with 26 samples and 28 outcomes>,"['maaf', 'verifikasi', 'video', 'baca', 'review', 'mengalami', 'ditindaklanjuti', 'email', 'whatsapp', 'menyelesaikan', 'terimakasih']","['maaf', 'verifikasi', 'video', 'baca', 'review', 'mengalami', 'ditindaklanjuti', 'email', 'whatsapp', 'menyelesaikan', 'terimakasih']","['maaf', 'verifikasi', 'video', 'baca', 'review', 'alami', 'ditindaklanjuti', 'email', 'whatsapp', 'selesai', 'terimakasih']",5,positive
didik susanto,1,2022-07-28 23:38:32,verifikasi video menurut saya ribet selalu gagal terus dan kenapa mesti baca teks segalabaru kali ini melakukan kyc teribet yg pernah saya temui kalo bisa dipermudah,"['verifikasi', 'video', 'menurut', 'saya', 'ribet', 'selalu', 'gagal', 'terus', 'dan', 'kenapa', 'mesti', 'baca', 'teks', 'segalabaru', 'kali', 'ini', 'melakukan', 'kyc', 'teribet', 'yg', 'pernah', 'saya', 'temui', 'kalo', 'bisa', 'dipermudah']",<FreqDist with 25 samples and 26 outcomes>,"['verifikasi', 'video', 'ribet', 'gagal', 'mesti', 'baca', 'teks', 'segalabaru', 'kyc', 'teribet', 'temui', 'dipermudah']","['verifikasi', 'video', 'ribet', 'gagal', 'mesti', 'baca', 'teks', 'segalabaru', 'kyc', 'teribet', 'temui', 'dipermudah']","['verifikasi', 'video', 'ribet', 'gagal', 'mesti', 'baca', 'teks', 'segalabaru', 'kyc', 'teribet', 'temu', 'mudah']",-7,negative
A89_,1,2022-07-28 21:21:07,brimo memiliki fitur yang lengkap mudah digunakan ui bagus dan praktis digunakan seharihari,"['brimo', 'memiliki', 'fitur', 'yang', 'lengkap', 'mudah', 'digunakan', 'ui', 'bagus', 'dan', 'praktis', 'digunakan', 'seharihari']",<FreqDist with 12 samples and 13 outcomes>,"['brimo', 'memiliki', 'fitur', 'lengkap', 'mudah', 'ui', 'bagus', 'praktis', 'seharihari']","['brimo', 'memiliki', 'fitur', 'lengkap', 'mudah', 'universitasindonesia', 'bagus', 'praktis', 'seharihari']","['brimo', 'milik', 'fitur', 'lengkap', 'mudah', 'universitasindonesia', 'bagus', 'praktis', 'seharihari']",5,positive
yuy tuub,1,2022-07-28 18:38:39,sangat mudah dan cepat trimakasih,"['sangat', 'mudah', 'dan', 'cepat', 'trimakasih']",<FreqDist with 5 samples and 5 outcomes>,"['mudah', 'cepat', 'trimakasih']","['mudah', 'cepat', 'trimakasih']","['mudah', 'cepat', 'trimakasih']",7,positive
Sahputra Daulay,1,2022-07-28 18:23:10,aplikasi gk jelas masa foto ktp gk bisa di pencet padahal sudah di stel ijinkan semua pengaturan nya tapi gk bisa juga foto tolong di perbaiki kalau gk hapus aja aplikasinya,"['aplikasi', 'gk', 'jelas', 'masa', 'foto', 'ktp', 'gk', 'bisa', 'di', 'pencet', 'padahal', 'sudah', 'di', 'stel', 'ijinkan', 'semua', 'pengaturan', 'nya', 'tapi', 'gk', 'bisa', 'juga', 'foto', 'tolong', 'di', 'perbaiki', 'kalau', 'gk', 'hapus', 'aja', 'aplikasinya']",<FreqDist with 24 samples and 31 outcomes>,"['aplikasi', 'foto', 'ktp', 'pencet', 'stel', 'ijinkan', 'pengaturan', 'foto', 'tolong', 'perbaiki', 'hapus', 'aplikasinya']","['aplikasi', 'foto', 'kartutandapenduduk', 'pencet', 'stel', 'ijinkan', 'pengaturan', 'foto', 'tolong', 'perbaiki', 'hapus', 'aplikasinya']","['aplikasi', 'foto', 'kartutandapenduduk', 'pencet', 'stel', 'ijinkan', 'atur', 'foto', 'tolong', 'baik', 'hapus', 'aplikasi']",-7,negative
Virzha Nugraha,1,2022-07-28 17:36:24,memiliki fitur yang lengkap mudah digunakan ui bagus proses cepat dan praktis digunakan seharihari,"['memiliki', 'fitur', 'yang', 'lengkap', 'mudah', 'digunakan', 'ui', 'bagus', 'proses', 'cepat', 'dan', 'praktis', 'digunakan', 'seharihari']",<FreqDist with 13 samples and 14 outcomes>,"['memiliki', 'fitur', 'lengkap', 'mudah', 'ui', 'bagus', 'proses', 'cepat', 'praktis', 'seharihari']","['memiliki', 'fitur', 'lengkap', 'mudah', 'universitasindonesia', 'bagus', 'proses', 'cepat', 'praktis', 'seharihari']","['milik', 'fitur', 'lengkap', 'mudah', 'universitasindonesia', 'bagus', 'proses', 'cepat', 'praktis', 'seharihari']",6,positive
Dodi Dodi,4,2022-07-28 17:30:01,tolong perekaman wajah di permudahkrna sy coba hampir  siang malm tetap gagal udah di coba pakek data sampek wifi tetap aja gagaljringan juga udah bagus tetap saja gagalitu saja sih yg lain aman saja trimakasi,"['tolong', 'perekaman', 'wajah', 'di', 'permudahkrna', 'sy', 'coba', 'hampir', 'siang', 'malm', 'tetap', 'gagal', 'udah', 'di', 'coba', 'pakek', 'data', 'sampek', 'wifi', 'tetap', 'aja', 'gagaljringan', 'juga', 'udah', 'bagus', 'tetap', 'saja', 'gagalitu', 'saja', 'sih', 'yg', 'lain', 'aman', 'saja', 'trimakasi']",<FreqDist with 28 samples and 35 outcomes>,"['tolong', 'perekaman', 'wajah', 'permudahkrna', 'coba', 'siang', 'malm', 'gagal', 'coba', 'pakek', 'data', 'sampek', 'wifi', 'gagaljringan', 'bagus', 'gagalitu', 'aman', 'trimakasi']","['tolong', 'perekaman', 'wajah', 'permudahkrna', 'coba', 'siang', 'malm', 'gagal', 'coba', 'pakai', 'data', 'sampek', 'wifi', 'gagaljringan', 'bagus', 'gagalitu', 'aman', 'trimakasi']","['tolong', 'rekam', 'wajah', 'permudahkrna', 'coba', 'siang', 'malm', 'gagal', 'coba', 'pakai', 'data', 'sampek', 'wifi', 'gagaljringan', 'bagus', 'gagalitu', 'aman', 'trimakasi']",-10,negative
DOMBA TERSELAMAT KAN,1,2022-07-28 17:04:25,simpel mudah praktis pokok nya the best deh sukses selalu brimo,"['simpel', 'mudah', 'praktis', 'pokok', 'nya', 'the', 'best', 'deh', 'sukses', 'selalu', 'brimo']",<FreqDist with 11 samples and 11 outcomes>,"['simpel', 'mudah', 'praktis', 'pokok', 'best', 'sukses', 'brimo']","['simpel', 'mudah', 'praktis', 'pokok', 'best', 'sukses', 'brimo']","['simpel', 'mudah', 'praktis', 'pokok', 'best', 'sukses', 'brimo']",13,positive
Zumrotus Sa'adah,1,2022-07-28 14:18:10,cepat mudah di mengerti,"['cepat', 'mudah', 'di', 'mengerti']",<FreqDist with 4 samples and 4 outcomes>,"['cepat', 'mudah', 'mengerti']","['cepat', 'mudah', 'mengerti']","['cepat', 'mudah', 'erti']",3,positive
YASIER AVIANTOMO WICAKSONO,2,2022-07-28 14:18:04,lancar gak macet lagi,"['lancar', 'gak', 'macet', 'lagi']",<FreqDist with 4 samples and 4 outcomes>,"['lancar', 'macet']","['lancar', 'macet']","['lancar', 'macet']",2,positive
Ongki Wahyudi,1,2022-07-28 14:10:23,praktis cepat dan sangat membantu,"['praktis', 'cepat', 'dan', 'sangat', 'membantu']",<FreqDist with 5 samples and 5 outcomes>,"['praktis', 'cepat', 'membantu']","['praktis', 'cepat', 'membantu']","['praktis', 'cepat', 'bantu']",3,positive
Sri Adilah Wardiani,5,2022-07-28 13:51:21,sangat membantu aplikasi mobile yabg sangat bagus dari segi keamanan dan kenyamanan dalam bertransaksi tampilan sangat simple sehingga mudah dimengerti ukuran file yang kecil tidak memakan memori good job brimo,"['sangat', 'membantu', 'aplikasi', 'mobile', 'yabg', 'sangat', 'bagus', 'dari', 'segi', 'keamanan', 'dan', 'kenyamanan', 'dalam', 'bertransaksi', 'tampilan', 'sangat', 'simple', 'sehingga', 'mudah', 'dimengerti', 'ukuran', 'file', 'yang', 'kecil', 'tidak', 'memakan', 'memori', 'good', 'job', 'brimo']",<FreqDist with 28 samples and 30 outcomes>,"['membantu', 'aplikasi', 'mobile', 'yabg', 'bagus', 'segi', 'keamanan', 'kenyamanan', 'bertransaksi', 'tampilan', 'simple', 'mudah', 'dimengerti', 'ukuran', 'file', 'memakan', 'memori', 'job', 'brimo']","['membantu', 'aplikasi', 'mobile', 'yabg', 'bagus', 'segi', 'keamanan', 'kenyamanan', 'bertransaksi', 'tampilan', 'simple', 'mudah', 'dimengerti', 'ukuran', 'file', 'memakan', 'memori', 'job', 'brimo']","['bantu', 'aplikasi', 'mobile', 'yabg', 'bagus', 'segi', 'aman', 'nyaman', 'transaksi', 'tampil', 'simple', 'mudah', 'erti', 'ukur', 'file', 'makan', 'memori', 'job', 'brimo']",4,positive
