userName,score,at,content
M. A Noval,1,2022-07-24 16:06:27,"Saya punya keluhan , saya kirim pulsa dari bulan maret sampai sekarang masih diproses sedangkan saldo saya berkurang tapi pulsa gk masuk dan ini saya top up ke dompet digital masih sama diproses tapi gk masuk2 saldo tetap berkurang . Saran sih klo 24 jam diproses terus saldo di kembalikan agar costumer gak rugi karena saldonya hangus"
Hendra Gunawan,3,2022-07-24 16:04:17,"Pertama kali transaksi top up dana, dari brimo sudah sukses malah sudah di kirim ke email bukti transaksi nya,di cek di apk dana gk ada saldo nya,gmn ini uhh.."
Bobby Kurnia,1,2022-07-24 15:26:02,"Saya sangat kecewa dengan Aplikasi ini, Top up dompet digital aplikasi dana Saldo sudah terpotong tapi saldo dana tidak masuk, dan keterangan transaksi masih diproses melulu sudah 2 jam lebih, dihubungi CS dari bri malah yg bales bot semua, bukan nya permudah malah makin ribet dan susah, Saya sangat kecewa!!"
Mulyati Agustin,3,2022-07-24 14:12:35,"Mohon maaf nih bintagnya turun. Mau nambah daftar transfer gabisa,, daftar transfer dompet digital sama aja gabisa. Bisanya ke yg udh terdaftar aja, yg belom ke daftar gabisa. Heran. Padahal udh di update aplikasinya."
Daniel Wahyudi,1,2022-07-24 13:42:24,"memiliki fitur yang lengkap, mudah digunakan, UI bagus dan praktis digunakan sehari-hari bagus sangat membantu proses cepat"
Galih Firdaus,1,2022-07-24 13:11:27,"memiliki fitur yang lengkap, mudah digunakan, praktis digunakan sehari-hari bagus sangat membantu BRImo sangat bagus"
Fam fam Mauludi,5,2022-07-24 12:32:12,"Brimo sudah tidak aman,saya bingung masa ada keterangan saldo minus 1000000,setiap saya isi saldo ke rekening langsung terpotong. Cek mutasi pun ga muncul keterangan transaksi nya. Tolong penjelasannya,sebagai Bank Pemerintah hang besar tentu keamanan dan kenyamanan menjadi hal utama untuk nasabah."
daeng 997,3,2022-07-24 6:45:53,"Kenapa transfer pakai bi fast tidak bisa, padahal sudah input pakai bi fast...tapi pas mau proses malah transfer online yg muncul"
Benedictus Bagus widiyanto,1,2022-07-24 6:39:45,"Aplikasi bapuk, masak user id otomatis keblokir sampe 3x, ke cs bri sampe 3x buat buka reset teros. Apaan ini. Mau ganti kartu debit habis. Gak ada stok kartu. Bayar kartu tetep. Bumn abal2. Aplikasi abal2. Harus ke bank trs tiap ke blokir. Mau reset sendiri gak bisa."
ezha thea,1,2022-07-24 6:08:06,"Proses registrasi terhenti di tahap rekaman wajah, setiap sudah selesai membuat video gagal upload terus, dgn notifikasi tidak ada internet. Kalo gaka ada internet kan gakan bisa buka Brim."
jili ratno,5,2022-07-24 4:15:45,"Mohon di tambah lagi fitur2 nya. Terutama fitur cek saldo brizzi, dengan cara memasukkan nomor brizzi. Harus nya juga ada pemberitahuan uang masuk lewat email, jangan cuma uang keluar saja yg ada pemberitahuannya."
Ufik Djoearia,5,2022-07-24 3:09:23,"mulanya agak susah pertama daptar. ribet, tp paham itu supaya data emang asli. setelah registrasi ok Alhamdulillah jadi mudah bertransaksi. semoga semakin sukses BRI."
Roy Rinaldi,1,2022-07-24 3:03:57,Aplikasi aplikasi paling buruk yang pernah saya temui dan yang pernah saya gunakan di play store BRI mobile susah sekali untuk mengupload verifikasi wajah di brimo selalu gagal selalu gagal sudah seminggu ini dicoba tetap juga gagal mohon dong respon dari admin BRI mobile supaya diperbaiki aplikasinya agar dipermudah untuk mendaftar brimo maaf saya kasih bintang satu memang aplikasinya begini jadi saya kasih bintang 1
Mokta Yanda,3,2022-07-24 1:46:48,Tolong untuk durasi penarikan memakai apk BRIMO durasiny bisa lebih lama lagi jangan hanya 5 menit Sedangkan untuk pergantian kartu sudah ga bisa karna mau memakai BANKING smua setiap teransaksi jd mohon untuk durasi bs lebih di perbaikin lagi
Taufik Billpiqih,1,2022-07-24 1:12:43,Kok jelek bangat sih aplikasi..SDH beberapa kali swa foto buat rekaman video ttp ngk bisa..ini knp sih kok engk bisa daftar..pdhal SDH lengkap..pas bagian swafotox verifikasi gagal terus..tolong diperbaiki ya
Iyam,1,2022-07-23 23:05:14,"Sumpah kecewa banget dengan BRIMO. Ketika mau reset pasword, udah berkali2 masukin Kode Captca dengan benar, Id Juga benar. Tetapi selalu gagal masuk bilang salah input data, sekali nya masuk dan benar..udah dapat email pasword, tapi gak pernah bisa mendapatkan kode Token..bilang permintaan kode token gagal. Parah siih gak kaya BCA, udah dapat email buat reset pasword kok gak bisa dapat token, saya dituduh aneh2 ditulisan..tau gini gue gak usah pake RDN BRI sekalian."
farhan amier,5,2022-09-03 17:32:08,"Mantap transaksi lancar, tingkatkan bosku"
JAMA'AH.E PAK YAI,5,2022-07-23 20:05:45,"Hai Sabrina, ini keluhan qu 1. Di icon keamanan coba kasih akses mengganti nomor dong jangan cuma pasword ajah. 2. Untuk Pendaftaran online, 1 Nomor (yang sudah digunakan) untuk dua akun Juga dipermudah jika yang no 1 tak terpenuhi. 3. Layanan Sabrina tolong juga untuk akses. petunjuk perbaikan seperti yang saya keluhkan atau yang lainnya."
Mei Astuti,2,2022-07-23 15:21:16,"Saya membuat akun di brimo, tapi ketika saya memasukkan nomor telepon dan alamat email, selalu tidak valid. Padahal data yang saya gunakan sudah benar dan sesuai. Ketika saya meng-klik link, selalu begitu. Mohon bantu untuk menjawab"
Tony TV,1,2022-07-23 14:35:53,"Mau transfer via teller harus pake kartu ATM. Kartu ATM hilang, harus urus kartu dulu. Pas ke kantor, blgnya semua kartu BRI blm tersedia di seluruh nusantara. Apa bedanya sama yg mau vaksin tp ga pny ektp. Diarahin pake brimo, eh brimonya bapuk. Ga bisa upload video. Verifikasi offline di kantor ga bisa. Maunya apa si"
Bhakti Hariani,1,2022-07-23 14:05:39,Sangat mudah dan cepat ... Trim kasih...
Dstin Frdania,1,2022-07-23 11:52:19,Aplikasi bikin kesel mau daftar bikin akun aja susahnya minta ampun kemarin terkendala susah upload video padahal dh diulang berkali² dan sinyal full + wifi dan sekarang mau coba daftar lagi terkendala dibagian masukkan no rek yg aktif padahal sdh betul masih aja terjadi kesalahan sangat² menyebalkan 😡😤
Mamah Febria,1,2022-07-23 11:33:14,"Berhari hari mau bikin akun susahnya minta ampun, error terosss padahal udah di update. Sekalinya sampe verifikasi data langsung nge lag, terus butuh beberapa hari buat verifikasi datanya, pas di cek lagi kudu ulang dari awal dan error. Chatt CS tidak direspon. Brimo emang paling bad dari pada mobile banking yg lain👎👎👎👎👎"
Ali Jazee,1,2022-07-23 10:41:19,Alhamdulillah sangat mudah dan cepat penggunaan nya
Hendra Wirawan,1,2022-07-23 10:19:06,"Maaf saya kasih bintang 1,ingin tf ataupun melakukan pembayaran Briva selalu gagal dengan keterangan tak menemukan dana yg ada,padahal saldo lebih dari cukup untuk transaksi,tapi mengapa tak bisa di gunakan"
Explore Bareng Intan,5,2022-07-23 9:28:44,"Brimo sangat menyenangkan, bayar kredit lebih mudah dan cepat, topup dompet digital juga cepat. Sukses selalu BRImo"
acep surya lesmana,1,2022-07-23 7:24:12,"Sangat baik,,  bagus dan mudah digunakan"
Santyana 129,3,2022-07-23 6:41:45,"Sering banget user terblokir pdhal g pernah salah masukkan user ataupun pasword. 1 bulan bisa 3 kali bolak balik ke bank cuma karna itu doang, bikin ribet. BSI mobile g pernah seperti itu. Tolong dong bank bri perbaiki agar g gini terus gangu waktu kerja"
Astryana Prastya Yuniarti,1,2022-07-23 6:40:36,"Ini gimana sih cara aktivasi brimo, susah bgt. Bukannya mempermudah malah makin susah, tanya cs lewat whatsapp sama aja ga dibantu. Tolong dong fiturnya diperbaiki, mau aktivasi aja susah bgt, udah sampe rekam diri tapi ga keluar gambar, dicoba lagi ngulang lagi dari awal, masa iya daftarnya berkali kali ga bisa²."
Pidin Chanel,1,2022-07-23 6:17:32,"Gimana si ini Apk BRImo bugnya kebangetan, berkali kali daftar brimo di bagian upload vidio kok restart terus aplikasinya. Gada muncul keterangan kenapa-kenapa langsung restart. Tolong di perbaiki lah berjam-jam stres sendiri, kalo kaya gini terus bolak balik ATM terusss."
Sandy Ar,1,2022-07-23 6:12:23,Tak bisa ke menu utama.. Percuma pakai gak bisa ke transaksi transfer.. Sangat mengecewakan..
Ahmad Khoir,1,2022-07-23 4:24:11,Mau bikin akun aja stack rekam wajah....apa lah udah 10x rekam gagal...katanya no signal...kartu hp ada 2 katanya gak ada signal ganti wifi juga tetep gak ada signal...apa lah aplikasi belum jadi kah ini
Dian Utami,5,2022-07-23 3:29:46,Kenapa aplikasi ini tidak bisa terbuka ya hari ini? Sudah mencoba restart ponsel tetap tidak bisa terbuka ketika memasukkan username dan paswd. Kira kira kenapa ya?
Lesmana Ali Sandi,3,2022-07-23 3:00:49,Terpaksa aku turunkan bintangnya.... Hari ini 23-7-2022 rencananya akan transfer via brimo setelah di cek fitur transfer via BI Fast tidak tercantum Aplikasi terakhir di update tgl. 12-7-2022... oh iya aplikasi Brimo sudah saya setting untuk bisa update secara otomatis thx
Kocheng Oyen,1,2022-07-23 2:11:19,"Selalu koneksi gagal tiap kirim rekaman video, padahal sinyal bagus.. aplikasi ???"
Ipoell Makay,1,2022-07-23 2:08:31,"memiliki fitur yang lengkap, mudah digunakan, UI bagus dan praktis digunakan sehari-hari bagus sangat membantu"
Ristanto Aditiyo,1,2022-07-23 1:38:05,"Akses untuk registrasi BRImo nya gak mutu, di tahap upload video selalu saja ""internet tidak tersedia"" padahal jaringan full dan coba pakai wifi sing paling kenceng juga tetep gak bisa. Mbok ya diperbaiki. oiya kalau ada yang susah kenapa harus dipermudah.. wkwkwkwk"
Mau Lana,1,2022-07-23 0:25:58,"memiliki fitur yang lengkap, mudah digunakan, UI bagus dan praktis digunakan sehari-hari bagus sangat membantu"
eko margiyanto,1,2022-07-23 0:06:21,Saya registrasi lebih dr 100x Sebenarnya aplikasi ini bisa digunakan tidak.. Deteksi wajah lebih dari 1000 gagal terus.... Aneh aplikasi ini
Fibria Nur Khasanah,2,2022-07-22 16:35:04,"Pas mau scan E-KTP tapi malah ga bisa,udah disesuaikan posisinya tetep aja ga bisaa,pas mau ambil gambar nya tombol nya itu ga bisaa"
Agrival Sepwinanda,2,2022-07-22 16:16:41,"Tolong perbaiki,,gagal terus mau buat m-banking,,tidak ada koneksi terus,,padahal sinyal penuh udah coba make Wi-Fi jga tpi tetep tidak ada koneksi pas upload vidionya.."
Ramadhan Kareem,1,2022-07-22 14:08:46,"Ok membuat transaksi lebih mudah dan efisien, mudah digunakan, fiturnya lengkap"
Nurmaa,5,2022-07-22 11:17:13,"Alhamdulillah selama beberapa bulan menggunakan brimo sangat membantu saya untuk membayar listrik, membeli pulsa juga selalu lancar. Mudah2an selalu mudah prosesnya tidak merepotkan."
Mr GREY,1,2022-07-22 8:48:39,"Ribet kali ini aplikasi, mau daftar aja susah sekali, apalagi pas mau foto KTP kaga bisa sama sekali parah.. Seharusnya buat aplikasi itu mempermudah bukan malah mempersulit 🤦🤦"
chairul ghani,1,2022-07-22 8:40:17,Tuk auplod vidio atau foto aja susah nya amit2. Alibi nya. Cek internet anda. Sudah paki wifi dan paket data pun. Gak bisa jg Aplikasi nya kurang sempurna.....
Ari Gustiawan,1,2022-07-22 6:23:52,"Gagal trus di detifikasi wajah, udah di tanyain ke kantornya katanya masalah jaringan lah ini lah itu lah tetep aja gagal meski udah pake WiFi juga. Gmna sih ini, di mintain bikin kartu katanya lagi kosong udah beberapa bulan ini."
Wahyu Crywild,1,2022-07-22 5:00:49,"Mudah digunakan, fiturnya lengkap, tampilan menarik dan bagus"
Asma Salsabila,2,2022-07-22 4:36:07,"Ini kenapa ya saat daftar pas mau foto ktp tbtb item semua kamera , sama pas mau bikin video 8 detik gabisa, padahal lagi butuh bgt kemaren bikin gk di kasih kartu atm nya jadi harus pake brimo sudah di email blm ada respon"
Muhammad Azhar,4,2022-07-22 3:56:11,Brimo memang aplikasi paling gampang untuk di gunakan kita bisa beli pulsa token dan pulsa celular..semua tergantung kainginan kita dan semua ada di brimo.
Siska Handayani,3,2022-07-22 2:49:52,Lebih diperbaiki lagi aplikasinya. Akun sering terblokir padahal username dan password sudah benar. Tolong diperhatikan itu untuk Kenyamanan pengguna. Cape bolak balik ke bank mulu
mega fitri,1,2022-07-22 2:45:45,"Buka rekening sekarang susah banget, harus daftar pake apk, buka langsung di dibank, banknya nolak, harus pake apk. Saya capek tiap hari bolak balik cari cara biar verivikasi wajah bisa berhasil segala cara sudah dicoba. Bikin emosi, gak bisa-bisa. Cepat-cepat deh diperbaiki."
Siluman Kunir Chanel SKC,5,2022-07-22 1:52:57,Daftar online susah banget. Kalo sekiranya wajib daftar kebri cabang jangan dibuat daftar online.wifi oke paket oke. Tetap aja tidak ada jaringan internet. Mohon diperbaikin. Bintang tetep full
Imron Rosadi,1,2022-07-22 1:24:46,Mau aktivasi brimo gak bisa-bisa sudah berkali-kali video pernyataan diri gak bisa-bisa. Lebih di tingkat kan lagi aplikasi banyak sekali kendala tidak kyak mbangking bank sebelah
Taufik Hidayat,1,2022-07-21 23:23:29,"memiliki fitur yang lengkap, mudah digunakan, UI bagus dan praktis digunakan sehari-hari bagus sangat membantu proses cepat"
ONLY SUB INDO,1,2022-07-21 16:37:12,"memiliki fitur yang lengkap, mudah digunakan, praktis digunakan sehari-hari bagus sangat membantu BRImo sangat bagus"
andy toing,1,2022-07-21 16:33:15,"Ngebug sekarang verifikasi wajah aplikasi terhenti terus... step 2 susah step 3 juga susah, gak tau lagi nanti step 4,, padahal sinyal wifi kuat.."
YT Sketch,1,2022-07-21 13:52:14,"Waktu pendaftaran dan meng-klik link verifikasi no HP yg di SMS kenapa malah link terdeteksi salah dan tidak falid kan link dari BRIMO waktu di klik malah salah, terus gimana?"
Diah Anggraini,5,2022-07-21 13:35:48,"Sangat membantu,dan mudah di mengerti. senang deh"
a I n_누레인_,2,2022-07-21 13:25:30,Masa mau daftar BRImo Macet sih apalagi pas pengambilan videonya gak bisa selalu gagal keulang dari awal lagi daftarnya dan seperti itu terus🥲 Mohon dong di perbaiki Aplikasinya soalnya aku butuh banget astgaa
Anggaadi Puspita,1,2022-07-21 13:17:38,Gimana solusi daftar BRIMO gagal ditahap ke 3 gagal upload video padahal koneksi internet lancar pakai paket data ga bs wifi dgn kecepatan 50mbps pun jg ga bs.Dtg bolak balik ke CS sama aja suruh nyobain terus tp ttep gagal terus.Mau bikin kartu ATM pun stok didaerah saya kosong katanya.
Supriyadi Supri,3,2022-07-21 13:10:53,Saat masuk ke menu Lainnya aplikasi Brimo langsung terputus dan keluar. Sehingga saya tidak bisa gunakan utk bayar Kartu Kredit dan Pasca bayar kartu seluler Halo. Mengapa demikian sampai HP saya memberi warning satu 1minggu telah terjadi 11 kesalahan.
Junaedi Doank,5,2022-07-21 11:54:23,"Aplikasi BRImo menurut saya sudah sangat bagus, transaksi nya cepat mudah, simpel, sangat membatu sekali. Aplikasi nya enak banget di pakenya ga lelet. Untuk saat ini saya sangat puas"
Abdul Gapur,1,2022-07-21 11:18:17,"Mau verifikasi video BRImo padahal jaringan stabil, udah pakai WiFi atau kartu seluler tetap di bilang gak ada koneksi internet....!!!!"
Nurul Hikmah,3,2022-07-21 8:11:26,"Kenapa skrg semenjak update, saat mau login tdk bisa, krn user anda dalam keadaan terblokir. Jd harus ganti password lg. Dalam bulan ini saya sdh bbrp kali ganti password. Padahal versi sebelummny saya lancar2 aj login. Tolong solusinya gmna, masak tiap kali mau login harus ganti password terus krn akun dalam keadaan terblokir"
Winda Elsa,3,2022-07-21 7:25:32,"Bagus, Sangat menolong dan terhubung dengan pembayaran toko online. membuat mudah dan cepat"
Gustina El,1,2022-07-21 7:19:30,Aplikasi yang sangat bagus dan sangat membantu untuk semua transaksi. Good job 😍👍
Lucky Lukita,3,2022-07-21 6:51:31,Fitur lebih lengkap bagus dan efisien...
Z4 Lonely,4,2022-07-21 5:31:47,"Mau logi kena masalah jaringan mulu padaha di rumah wifi bagus malahan adek lagi kuliah online, mau top up gopai bermasalah Bagus si tampailan nya sama setiap transaksi musti masukan pin tapi bugnya masi banya dah sepertinya pengembangan nya masi tahap uji coba"
Muh. Nur Adnan,3,2022-07-21 5:27:28,Bagus sih... UI nya nyaman dipandang tapi kekurangannya masih ada sering terjadi server brimo down jadi kadang untuk login sangat lambat
Ag000ng Trick,1,2022-07-21 5:06:24,"di saat daftar brimo, tertulis tidak ada komeksi, padahal koneksi sangat lancar, apakah ini yang di namakan mempermudah?"
satya tama,1,2022-07-21 4:30:11,"Sudah filenya gede, di install sudah datang ke BRI sudah tetap saja ga bisa.. Kata pihak BRI, besok bisa digunakan tapi kenyataannya tetap ga bisa.. Ini app buat apa di sebarkan ke nasabah kalo toh ga ada gunanya??"
Fika Krismaranti,2,2022-07-21 4:21:35,"Min saya mau tanya, kalau nomor hp sudah benar dan sudah dapat notif SMS, tapi link pas di klik keterangannya link tidak valid. Itu kenapa ya? Padahal pulsanya ada? Tolong bantu jawab min makasihhh"
BANG RAHMAN,1,2022-07-21 3:58:40,Saya kasih bintang satu karna sampai sekarang saya belum bisa daftar brimo alasanya jaringan internet tidak ada. Padahal internet saya kencang dan pas uplod video rekaman selalu tiba tiba jaringan internet saya hilang. Sampai sekarang belum bisa
Indra Witanto,1,2022-07-21 2:02:19,Upload video gagal terus. Perbaikan lambat padahal banyak yg komplain. Masalah kayak gini aja lama banget penanganan nya.
TN Music Channel,5,2022-07-21 1:40:01,"Maaf,ini dari tadi malam transaksi pembayaran tagihan saya kok masih di proses terus? Padahal saldonya udh berkurang Di Mohon untuk di proses secepatnya,makasih"
Ahmad Iqwamul Insif,5,2022-07-21 0:43:49,"Alhamdulillah lebih mudah utk aktifitas perbankkan, dan sejauh ini masih aman dan lancar untuk setiap transaksi, tingkatkan terus pelayanannya jangan sampai nasabah menjadi kecewa,,,"
Sakti Octova,3,2022-07-21 0:12:57,"Apps masih harus di update karena saya tidak bisa mendaftar brimo dikarena saat melakukan perekaman video selalu gagal, sudah saya coba berkali-kali tetap tidak bisa. Mohon segera di perbaiki karna sangat mengganggu"
de Veuster28,4,2022-07-21 0:09:32,"Aplikasinya bagus, hanya catatan pemasukannya tidak ada. Padahal kalo catatan pengeluarannya selalu ada. Jadi tolong diperbaiki lagi"
Salafiyah Syafiiyah,1,2022-07-20 23:14:48,Saya mengalami eror kode SIDZ. Ikuti panduan dan gonta ganti jaringan tetap saja error. Masa banyak sekali yang mengeluh aplikasi kurang bagus? Secara bank ini bank yang besar... Kasihan para nasabah pengguna mobile banking nya.
Resti Farikhah,2,2022-07-20 23:11:47,"Saya pengguna baru di Brimo ini tapi kok mau daftra susah sekali dibagian upload video, dengab kendala jaringan,namun padahal jaringan sudah bagus dan lancar Bagaimana solusinya ya"
